R;Z;BFS_Sag;CRD;Slope;BFS_Slope;Slope_Delta;One_fiber_coverage;delta_z1
-392;-6.9040 ;-6.9916 ;0.0876 ;-0.0360 ;-0.0357 ;0.0003 ;-7.1981 ;-0.2941 
-391;-6.8681 ;-6.9560 ;0.0878 ;-0.0359 ;-0.0356 ;0.0003 ;-7.1619 ;-0.2938 
-390;-6.8323 ;-6.9204 ;0.0881 ;-0.0358 ;-0.0355 ;0.0003 ;-7.1029 ;-0.2706 
-389;-6.7966 ;-6.8850 ;0.0884 ;-0.0357 ;-0.0354 ;0.0003 ;-7.0675 ;-0.2709 
-388;-6.7610 ;-6.8496 ;0.0886 ;-0.0356 ;-0.0353 ;0.0002 ;-7.0321 ;-0.2711 
-387;-6.7255 ;-6.8143 ;0.0888 ;-0.0355 ;-0.0352 ;0.0002 ;-6.9966 ;-0.2712 
-386;-6.6901 ;-6.7791 ;0.0891 ;-0.0354 ;-0.0351 ;0.0002 ;-6.9612 ;-0.2712 
-385;-6.6548 ;-6.7440 ;0.0893 ;-0.0353 ;-0.0350 ;0.0002 ;-6.9258 ;-0.2711 
-384;-6.6195 ;-6.7090 ;0.0895 ;-0.0352 ;-0.0350 ;0.0002 ;-6.8904 ;-0.2709 
-383;-6.5844 ;-6.6741 ;0.0897 ;-0.0351 ;-0.0349 ;0.0002 ;-6.8550 ;-0.2706 
-382;-6.5494 ;-6.6393 ;0.0899 ;-0.0350 ;-0.0348 ;0.0002 ;-6.7982 ;-0.2488 
-381;-6.5145 ;-6.6046 ;0.0901 ;-0.0349 ;-0.0347 ;0.0002 ;-6.7635 ;-0.2491 
-380;-6.4797 ;-6.5700 ;0.0903 ;-0.0348 ;-0.0346 ;0.0002 ;-6.7289 ;-0.2493 
-379;-6.4449 ;-6.5354 ;0.0905 ;-0.0347 ;-0.0345 ;0.0002 ;-6.6943 ;-0.2494 
-378;-6.4103 ;-6.5010 ;0.0906 ;-0.0346 ;-0.0344 ;0.0002 ;-6.6597 ;-0.2494 
-377;-6.3758 ;-6.4666 ;0.0908 ;-0.0345 ;-0.0343 ;0.0002 ;-6.6250 ;-0.2493 
-376;-6.3414 ;-6.4323 ;0.0910 ;-0.0344 ;-0.0342 ;0.0002 ;-6.5904 ;-0.2491 
-375;-6.3070 ;-6.3982 ;0.0911 ;-0.0343 ;-0.0341 ;0.0001 ;-6.5558 ;-0.2488 
-374;-6.2728 ;-6.3641 ;0.0913 ;-0.0342 ;-0.0340 ;0.0001 ;-6.5012 ;-0.2284 
-373;-6.2387 ;-6.3301 ;0.0914 ;-0.0341 ;-0.0340 ;0.0001 ;-6.4674 ;-0.2287 
-372;-6.2046 ;-6.2962 ;0.0915 ;-0.0340 ;-0.0339 ;0.0001 ;-6.4335 ;-0.2289 
-371;-6.1707 ;-6.2624 ;0.0916 ;-0.0339 ;-0.0338 ;0.0001 ;-6.3997 ;-0.2290 
-370;-6.1369 ;-6.2286 ;0.0918 ;-0.0338 ;-0.0337 ;0.0001 ;-6.3659 ;-0.2290 
-369;-6.1031 ;-6.1950 ;0.0919 ;-0.0337 ;-0.0336 ;0.0001 ;-6.3320 ;-0.2289 
-368;-6.0695 ;-6.1615 ;0.0920 ;-0.0336 ;-0.0335 ;0.0001 ;-6.2982 ;-0.2287 
-367;-6.0359 ;-6.1280 ;0.0921 ;-0.0335 ;-0.0334 ;0.0001 ;-6.2644 ;-0.2284 
-366;-6.0025 ;-6.0946 ;0.0921 ;-0.0334 ;-0.0333 ;0.0001 ;-6.2117 ;-0.2092 
-365;-5.9692 ;-6.0614 ;0.0922 ;-0.0333 ;-0.0332 ;0.0001 ;-6.1787 ;-0.2095 
-364;-5.9359 ;-6.0282 ;0.0923 ;-0.0332 ;-0.0331 ;0.0001 ;-6.1456 ;-0.2097 
-363;-5.9028 ;-5.9951 ;0.0924 ;-0.0331 ;-0.0330 ;0.0001 ;-6.1125 ;-0.2098 
-362;-5.8697 ;-5.9621 ;0.0924 ;-0.0330 ;-0.0329 ;0.0001 ;-6.0795 ;-0.2098 
-361;-5.8367 ;-5.9292 ;0.0925 ;-0.0329 ;-0.0329 ;0.0001 ;-6.0464 ;-0.2097 
-360;-5.8039 ;-5.8964 ;0.0925 ;-0.0328 ;-0.0328 ;0.0000 ;-6.0134 ;-0.2095 
-359;-5.7711 ;-5.8637 ;0.0926 ;-0.0327 ;-0.0327 ;0.0000 ;-5.9803 ;-0.2092 
-358;-5.7385 ;-5.8311 ;0.0926 ;-0.0326 ;-0.0326 ;0.0000 ;-5.9297 ;-0.1913 
-357;-5.7059 ;-5.7985 ;0.0926 ;-0.0325 ;-0.0325 ;0.0000 ;-5.8974 ;-0.1916 
-356;-5.6734 ;-5.7661 ;0.0927 ;-0.0324 ;-0.0324 ;0.0000 ;-5.8652 ;-0.1917 
-355;-5.6410 ;-5.7337 ;0.0927 ;-0.0323 ;-0.0323 ;0.0000 ;-5.8329 ;-0.1918 
-354;-5.6088 ;-5.7014 ;0.0927 ;-0.0322 ;-0.0322 ;0.0000 ;-5.8006 ;-0.1918 
-353;-5.5766 ;-5.6693 ;0.0927 ;-0.0321 ;-0.0321 ;0.0000 ;-5.7683 ;-0.1917 
-352;-5.5445 ;-5.6372 ;0.0927 ;-0.0320 ;-0.0320 ;0.0000 ;-5.7361 ;-0.1916 
-351;-5.5125 ;-5.6052 ;0.0927 ;-0.0319 ;-0.0319 ;0.0000 ;-5.7038 ;-0.1913 
-350;-5.4806 ;-5.5733 ;0.0927 ;-0.0318 ;-0.0319 ;0.0000 ;-5.6551 ;-0.1745 
-349;-5.4488 ;-5.5415 ;0.0926 ;-0.0317 ;-0.0318 ;0.0000 ;-5.6236 ;-0.1748 
-348;-5.4171 ;-5.5098 ;0.0926 ;-0.0316 ;-0.0317 ;0.0000 ;-5.5921 ;-0.1750 
-347;-5.3855 ;-5.4781 ;0.0926 ;-0.0315 ;-0.0316 ;0.0000 ;-5.5606 ;-0.1751 
-346;-5.3540 ;-5.4466 ;0.0926 ;-0.0315 ;-0.0315 ;0.0000 ;-5.5291 ;-0.1751 
-345;-5.3226 ;-5.4152 ;0.0925 ;-0.0314 ;-0.0314 ;0.0000 ;-5.4976 ;-0.1750 
-344;-5.2913 ;-5.3838 ;0.0925 ;-0.0313 ;-0.0313 ;0.0001 ;-5.4661 ;-0.1748 
-343;-5.2601 ;-5.3525 ;0.0924 ;-0.0312 ;-0.0312 ;0.0001 ;-5.4346 ;-0.1745 
-342;-5.2290 ;-5.3214 ;0.0924 ;-0.0311 ;-0.0311 ;0.0001 ;-5.3879 ;-0.1589 
-341;-5.1980 ;-5.2903 ;0.0923 ;-0.0310 ;-0.0310 ;0.0001 ;-5.3572 ;-0.1592 
-340;-5.1671 ;-5.2593 ;0.0922 ;-0.0309 ;-0.0309 ;0.0001 ;-5.3264 ;-0.1594 
-339;-5.1363 ;-5.2284 ;0.0921 ;-0.0308 ;-0.0309 ;0.0001 ;-5.2957 ;-0.1595 
-338;-5.1055 ;-5.1976 ;0.0921 ;-0.0307 ;-0.0308 ;0.0001 ;-5.2650 ;-0.1595 
-337;-5.0749 ;-5.1669 ;0.0920 ;-0.0306 ;-0.0307 ;0.0001 ;-5.2343 ;-0.1594 
-336;-5.0444 ;-5.1362 ;0.0919 ;-0.0305 ;-0.0306 ;0.0001 ;-5.2035 ;-0.1592 
-335;-5.0139 ;-5.1057 ;0.0918 ;-0.0304 ;-0.0305 ;0.0001 ;-5.1728 ;-0.1589 
-334;-4.9836 ;-5.0753 ;0.0917 ;-0.0303 ;-0.0304 ;0.0001 ;-5.1279 ;-0.1443 
-333;-4.9533 ;-5.0449 ;0.0916 ;-0.0302 ;-0.0303 ;0.0001 ;-5.0979 ;-0.1446 
-332;-4.9232 ;-5.0147 ;0.0915 ;-0.0301 ;-0.0302 ;0.0001 ;-5.0680 ;-0.1448 
-331;-4.8931 ;-4.9845 ;0.0914 ;-0.0300 ;-0.0301 ;0.0001 ;-5.0380 ;-0.1449 
-330;-4.8632 ;-4.9544 ;0.0912 ;-0.0299 ;-0.0300 ;0.0001 ;-5.0080 ;-0.1449 
-329;-4.8333 ;-4.9244 ;0.0911 ;-0.0298 ;-0.0299 ;0.0001 ;-4.9781 ;-0.1448 
-328;-4.8035 ;-4.8945 ;0.0910 ;-0.0297 ;-0.0299 ;0.0001 ;-4.9481 ;-0.1446 
-327;-4.7739 ;-4.8647 ;0.0909 ;-0.0296 ;-0.0298 ;0.0001 ;-4.9182 ;-0.1443 
-326;-4.7443 ;-4.8350 ;0.0907 ;-0.0295 ;-0.0297 ;0.0001 ;-4.8750 ;-0.1308 
-325;-4.7148 ;-4.8054 ;0.0906 ;-0.0294 ;-0.0296 ;0.0001 ;-4.8459 ;-0.1310 
-324;-4.6854 ;-4.7758 ;0.0904 ;-0.0293 ;-0.0295 ;0.0002 ;-4.8167 ;-0.1312 
-323;-4.6561 ;-4.7464 ;0.0903 ;-0.0292 ;-0.0294 ;0.0002 ;-4.7875 ;-0.1313 
-322;-4.6269 ;-4.7171 ;0.0901 ;-0.0291 ;-0.0293 ;0.0002 ;-4.7583 ;-0.1313 
-321;-4.5978 ;-4.6878 ;0.0899 ;-0.0290 ;-0.0292 ;0.0002 ;-4.7291 ;-0.1312 
-320;-4.5688 ;-4.6586 ;0.0898 ;-0.0290 ;-0.0291 ;0.0002 ;-4.6999 ;-0.1310 
-319;-4.5399 ;-4.6295 ;0.0896 ;-0.0289 ;-0.0290 ;0.0002 ;-4.6707 ;-0.1308 
-318;-4.5111 ;-4.6006 ;0.0894 ;-0.0288 ;-0.0289 ;0.0002 ;-4.6293 ;-0.1182 
-317;-4.4824 ;-4.5717 ;0.0893 ;-0.0287 ;-0.0288 ;0.0002 ;-4.6009 ;-0.1185 
-316;-4.4538 ;-4.5429 ;0.0891 ;-0.0286 ;-0.0288 ;0.0002 ;-4.5725 ;-0.1187 
-315;-4.4253 ;-4.5142 ;0.0889 ;-0.0285 ;-0.0287 ;0.0002 ;-4.5440 ;-0.1188 
-314;-4.3968 ;-4.4855 ;0.0887 ;-0.0284 ;-0.0286 ;0.0002 ;-4.5156 ;-0.1188 
-313;-4.3685 ;-4.4570 ;0.0885 ;-0.0283 ;-0.0285 ;0.0002 ;-4.4872 ;-0.1187 
-312;-4.3403 ;-4.4286 ;0.0883 ;-0.0282 ;-0.0284 ;0.0002 ;-4.4587 ;-0.1185 
-311;-4.3121 ;-4.4002 ;0.0881 ;-0.0281 ;-0.0283 ;0.0002 ;-4.4303 ;-0.1182 
-310;-4.2841 ;-4.3720 ;0.0879 ;-0.0280 ;-0.0282 ;0.0002 ;-4.3906 ;-0.1066 
-309;-4.2561 ;-4.3438 ;0.0877 ;-0.0279 ;-0.0281 ;0.0002 ;-4.3630 ;-0.1068 
-308;-4.2283 ;-4.3157 ;0.0875 ;-0.0278 ;-0.0280 ;0.0002 ;-4.3353 ;-0.1070 
-307;-4.2005 ;-4.2877 ;0.0872 ;-0.0277 ;-0.0279 ;0.0002 ;-4.3076 ;-0.1071 
-306;-4.1728 ;-4.2598 ;0.0870 ;-0.0276 ;-0.0278 ;0.0002 ;-4.2800 ;-0.1071 
-305;-4.1452 ;-4.2320 ;0.0868 ;-0.0275 ;-0.0278 ;0.0002 ;-4.2523 ;-0.1070 
-304;-4.1178 ;-4.2043 ;0.0866 ;-0.0274 ;-0.0277 ;0.0002 ;-4.2246 ;-0.1068 
-303;-4.0904 ;-4.1767 ;0.0863 ;-0.0273 ;-0.0276 ;0.0002 ;-4.1969 ;-0.1066 
-302;-4.0631 ;-4.1492 ;0.0861 ;-0.0272 ;-0.0275 ;0.0002 ;-4.1589 ;-0.0958 
-301;-4.0359 ;-4.1217 ;0.0858 ;-0.0271 ;-0.0274 ;0.0002 ;-4.1319 ;-0.0960 
-300;-4.0088 ;-4.0944 ;0.0856 ;-0.0271 ;-0.0273 ;0.0002 ;-4.1050 ;-0.0962 
-299;-3.9818 ;-4.0671 ;0.0853 ;-0.0270 ;-0.0272 ;0.0003 ;-4.0781 ;-0.0963 
-298;-3.9549 ;-4.0400 ;0.0851 ;-0.0269 ;-0.0271 ;0.0003 ;-4.0512 ;-0.0963 
-297;-3.9281 ;-4.0129 ;0.0848 ;-0.0268 ;-0.0270 ;0.0003 ;-4.0243 ;-0.0962 
-296;-3.9013 ;-3.9859 ;0.0846 ;-0.0267 ;-0.0269 ;0.0003 ;-3.9974 ;-0.0960 
-295;-3.8747 ;-3.9590 ;0.0843 ;-0.0266 ;-0.0268 ;0.0003 ;-3.9705 ;-0.0958 
-294;-3.8482 ;-3.9322 ;0.0840 ;-0.0265 ;-0.0268 ;0.0003 ;-3.9340 ;-0.0858 
-293;-3.8217 ;-3.9055 ;0.0838 ;-0.0264 ;-0.0267 ;0.0003 ;-3.9078 ;-0.0861 
-292;-3.7954 ;-3.8789 ;0.0835 ;-0.0263 ;-0.0266 ;0.0003 ;-3.8817 ;-0.0863 
-291;-3.7691 ;-3.8524 ;0.0832 ;-0.0262 ;-0.0265 ;0.0003 ;-3.8555 ;-0.0864 
-290;-3.7430 ;-3.8259 ;0.0830 ;-0.0261 ;-0.0264 ;0.0003 ;-3.8294 ;-0.0864 
-289;-3.7169 ;-3.7996 ;0.0827 ;-0.0260 ;-0.0263 ;0.0003 ;-3.8032 ;-0.0863 
-288;-3.6909 ;-3.7733 ;0.0824 ;-0.0259 ;-0.0262 ;0.0003 ;-3.7770 ;-0.0861 
-287;-3.6651 ;-3.7472 ;0.0821 ;-0.0258 ;-0.0261 ;0.0003 ;-3.7509 ;-0.0858 
-286;-3.6393 ;-3.7211 ;0.0818 ;-0.0257 ;-0.0260 ;0.0003 ;-3.7159 ;-0.0767 
-285;-3.6136 ;-3.6951 ;0.0815 ;-0.0256 ;-0.0259 ;0.0003 ;-3.6905 ;-0.0769 
-284;-3.5880 ;-3.6692 ;0.0812 ;-0.0255 ;-0.0258 ;0.0003 ;-3.6651 ;-0.0771 
-283;-3.5625 ;-3.6434 ;0.0809 ;-0.0255 ;-0.0258 ;0.0003 ;-3.6397 ;-0.0772 
-282;-3.5371 ;-3.6177 ;0.0806 ;-0.0254 ;-0.0257 ;0.0003 ;-3.6143 ;-0.0772 
-281;-3.5118 ;-3.5921 ;0.0803 ;-0.0253 ;-0.0256 ;0.0003 ;-3.5889 ;-0.0771 
-280;-3.4866 ;-3.5666 ;0.0800 ;-0.0252 ;-0.0255 ;0.0003 ;-3.5635 ;-0.0769 
-279;-3.4615 ;-3.5411 ;0.0797 ;-0.0251 ;-0.0254 ;0.0003 ;-3.5381 ;-0.0767 
-278;-3.4364 ;-3.5158 ;0.0794 ;-0.0250 ;-0.0253 ;0.0003 ;-3.5047 ;-0.0683 
-277;-3.4115 ;-3.4906 ;0.0791 ;-0.0249 ;-0.0252 ;0.0003 ;-3.4800 ;-0.0685 
-276;-3.3866 ;-3.4654 ;0.0788 ;-0.0248 ;-0.0251 ;0.0003 ;-3.4554 ;-0.0687 
-275;-3.3619 ;-3.4403 ;0.0784 ;-0.0247 ;-0.0250 ;0.0003 ;-3.4307 ;-0.0688 
-274;-3.3372 ;-3.4153 ;0.0781 ;-0.0246 ;-0.0249 ;0.0003 ;-3.4061 ;-0.0688 
-273;-3.3127 ;-3.3905 ;0.0778 ;-0.0245 ;-0.0248 ;0.0003 ;-3.3814 ;-0.0687 
-272;-3.2882 ;-3.3657 ;0.0775 ;-0.0244 ;-0.0248 ;0.0003 ;-3.3568 ;-0.0685 
-271;-3.2638 ;-3.3410 ;0.0771 ;-0.0243 ;-0.0247 ;0.0003 ;-3.3321 ;-0.0683 
-270;-3.2395 ;-3.3163 ;0.0768 ;-0.0242 ;-0.0246 ;0.0003 ;-3.3001 ;-0.0605 
-269;-3.2154 ;-3.2918 ;0.0765 ;-0.0241 ;-0.0245 ;0.0003 ;-3.2762 ;-0.0608 
-268;-3.1913 ;-3.2674 ;0.0761 ;-0.0240 ;-0.0244 ;0.0003 ;-3.2523 ;-0.0610 
-267;-3.1673 ;-3.2430 ;0.0758 ;-0.0240 ;-0.0243 ;0.0003 ;-3.2284 ;-0.0611 
-266;-3.1433 ;-3.2188 ;0.0754 ;-0.0239 ;-0.0242 ;0.0003 ;-3.2044 ;-0.0611 
-265;-3.1195 ;-3.1946 ;0.0751 ;-0.0238 ;-0.0241 ;0.0003 ;-3.1805 ;-0.0610 
-264;-3.0958 ;-3.1706 ;0.0748 ;-0.0237 ;-0.0240 ;0.0003 ;-3.1566 ;-0.0608 
-263;-3.0722 ;-3.1466 ;0.0744 ;-0.0236 ;-0.0239 ;0.0003 ;-3.1327 ;-0.0605 
-262;-3.0486 ;-3.1227 ;0.0741 ;-0.0235 ;-0.0238 ;0.0003 ;-3.1021 ;-0.0535 
-261;-3.0252 ;-3.0989 ;0.0737 ;-0.0234 ;-0.0237 ;0.0004 ;-3.0790 ;-0.0538 
-260;-3.0018 ;-3.0752 ;0.0734 ;-0.0233 ;-0.0237 ;0.0004 ;-3.0558 ;-0.0540 
-259;-2.9786 ;-3.0516 ;0.0730 ;-0.0232 ;-0.0236 ;0.0004 ;-3.0326 ;-0.0541 
-258;-2.9554 ;-3.0281 ;0.0726 ;-0.0231 ;-0.0235 ;0.0004 ;-3.0095 ;-0.0541 
-257;-2.9323 ;-3.0046 ;0.0723 ;-0.0230 ;-0.0234 ;0.0004 ;-2.9863 ;-0.0540 
-256;-2.9094 ;-2.9813 ;0.0719 ;-0.0229 ;-0.0233 ;0.0004 ;-2.9632 ;-0.0538 
-255;-2.8865 ;-2.9580 ;0.0716 ;-0.0228 ;-0.0232 ;0.0004 ;-2.9400 ;-0.0535 
-254;-2.8637 ;-2.9349 ;0.0712 ;-0.0227 ;-0.0231 ;0.0004 ;-2.9108 ;-0.0471 
-253;-2.8410 ;-2.9118 ;0.0708 ;-0.0227 ;-0.0230 ;0.0004 ;-2.8884 ;-0.0474 
-252;-2.8184 ;-2.8888 ;0.0705 ;-0.0226 ;-0.0229 ;0.0004 ;-2.8659 ;-0.0476 
-251;-2.7959 ;-2.8660 ;0.0701 ;-0.0225 ;-0.0228 ;0.0004 ;-2.8435 ;-0.0477 
-250;-2.7734 ;-2.8432 ;0.0697 ;-0.0224 ;-0.0227 ;0.0004 ;-2.8211 ;-0.0477 
-249;-2.7511 ;-2.8205 ;0.0694 ;-0.0223 ;-0.0227 ;0.0004 ;-2.7987 ;-0.0476 
-248;-2.7289 ;-2.7979 ;0.0690 ;-0.0222 ;-0.0226 ;0.0004 ;-2.7762 ;-0.0474 
-247;-2.7067 ;-2.7753 ;0.0686 ;-0.0221 ;-0.0225 ;0.0004 ;-2.7538 ;-0.0471 
-246;-2.6847 ;-2.7529 ;0.0682 ;-0.0220 ;-0.0224 ;0.0004 ;-2.7260 ;-0.0413 
-245;-2.6627 ;-2.7306 ;0.0679 ;-0.0219 ;-0.0223 ;0.0004 ;-2.7043 ;-0.0416 
-244;-2.6408 ;-2.7083 ;0.0675 ;-0.0218 ;-0.0222 ;0.0004 ;-2.6826 ;-0.0418 
-243;-2.6191 ;-2.6862 ;0.0671 ;-0.0217 ;-0.0221 ;0.0004 ;-2.6609 ;-0.0418 
-242;-2.5974 ;-2.6641 ;0.0667 ;-0.0216 ;-0.0220 ;0.0004 ;-2.6392 ;-0.0418 
-241;-2.5758 ;-2.6421 ;0.0663 ;-0.0215 ;-0.0219 ;0.0004 ;-2.6175 ;-0.0418 
-240;-2.5543 ;-2.6202 ;0.0660 ;-0.0215 ;-0.0218 ;0.0004 ;-2.5959 ;-0.0416 
-239;-2.5329 ;-2.5984 ;0.0656 ;-0.0214 ;-0.0217 ;0.0004 ;-2.5742 ;-0.0413 
-238;-2.5116 ;-2.5767 ;0.0652 ;-0.0213 ;-0.0217 ;0.0004 ;-2.5476 ;-0.0360 
-237;-2.4903 ;-2.5551 ;0.0648 ;-0.0212 ;-0.0216 ;0.0004 ;-2.5266 ;-0.0363 
-236;-2.4692 ;-2.5336 ;0.0644 ;-0.0211 ;-0.0215 ;0.0004 ;-2.5057 ;-0.0365 
-235;-2.4482 ;-2.5122 ;0.0640 ;-0.0210 ;-0.0214 ;0.0004 ;-2.4847 ;-0.0366 
-234;-2.4272 ;-2.4908 ;0.0636 ;-0.0209 ;-0.0213 ;0.0004 ;-2.4638 ;-0.0366 
-233;-2.4064 ;-2.4696 ;0.0632 ;-0.0208 ;-0.0212 ;0.0004 ;-2.4428 ;-0.0365 
-232;-2.3856 ;-2.4484 ;0.0628 ;-0.0207 ;-0.0211 ;0.0004 ;-2.4219 ;-0.0363 
-231;-2.3649 ;-2.4274 ;0.0625 ;-0.0206 ;-0.0210 ;0.0004 ;-2.4009 ;-0.0360 
-230;-2.3443 ;-2.4064 ;0.0621 ;-0.0205 ;-0.0209 ;0.0004 ;-2.3756 ;-0.0312 
-229;-2.3239 ;-2.3855 ;0.0617 ;-0.0204 ;-0.0208 ;0.0004 ;-2.3554 ;-0.0315 
-228;-2.3035 ;-2.3647 ;0.0613 ;-0.0203 ;-0.0207 ;0.0004 ;-2.3352 ;-0.0317 
-227;-2.2832 ;-2.3440 ;0.0609 ;-0.0203 ;-0.0207 ;0.0004 ;-2.3149 ;-0.0318 
-226;-2.2629 ;-2.3234 ;0.0605 ;-0.0202 ;-0.0206 ;0.0004 ;-2.2947 ;-0.0318 
-225;-2.2428 ;-2.3029 ;0.0601 ;-0.0201 ;-0.0205 ;0.0004 ;-2.2745 ;-0.0317 
-224;-2.2228 ;-2.2825 ;0.0597 ;-0.0200 ;-0.0204 ;0.0004 ;-2.2543 ;-0.0315 
-223;-2.2029 ;-2.2621 ;0.0593 ;-0.0199 ;-0.0203 ;0.0004 ;-2.2341 ;-0.0312 
-222;-2.1830 ;-2.2419 ;0.0589 ;-0.0198 ;-0.0202 ;0.0004 ;-2.2099 ;-0.0269 
-221;-2.1633 ;-2.2217 ;0.0585 ;-0.0197 ;-0.0201 ;0.0004 ;-2.1905 ;-0.0272 
-220;-2.1436 ;-2.2017 ;0.0581 ;-0.0196 ;-0.0200 ;0.0004 ;-2.1710 ;-0.0274 
-219;-2.1240 ;-2.1817 ;0.0577 ;-0.0195 ;-0.0199 ;0.0004 ;-2.1515 ;-0.0275 
-218;-2.1045 ;-2.1618 ;0.0573 ;-0.0194 ;-0.0198 ;0.0004 ;-2.1320 ;-0.0275 
-217;-2.0852 ;-2.1420 ;0.0569 ;-0.0193 ;-0.0197 ;0.0004 ;-2.1126 ;-0.0274 
-216;-2.0659 ;-2.1223 ;0.0565 ;-0.0193 ;-0.0197 ;0.0004 ;-2.0931 ;-0.0272 
-215;-2.0467 ;-2.1027 ;0.0561 ;-0.0192 ;-0.0196 ;0.0004 ;-2.0736 ;-0.0269 
-214;-2.0275 ;-2.0832 ;0.0557 ;-0.0191 ;-0.0195 ;0.0004 ;-2.0506 ;-0.0231 
-213;-2.0085 ;-2.0638 ;0.0553 ;-0.0190 ;-0.0194 ;0.0004 ;-2.0319 ;-0.0234 
-212;-1.9896 ;-2.0445 ;0.0549 ;-0.0189 ;-0.0193 ;0.0004 ;-2.0131 ;-0.0235 
-211;-1.9708 ;-2.0252 ;0.0545 ;-0.0188 ;-0.0192 ;0.0004 ;-1.9944 ;-0.0236 
-210;-1.9520 ;-2.0061 ;0.0541 ;-0.0187 ;-0.0191 ;0.0004 ;-1.9756 ;-0.0236 
-209;-1.9333 ;-1.9870 ;0.0537 ;-0.0186 ;-0.0190 ;0.0004 ;-1.9569 ;-0.0235 
-208;-1.9148 ;-1.9680 ;0.0533 ;-0.0185 ;-0.0189 ;0.0004 ;-1.9381 ;-0.0234 
-207;-1.8963 ;-1.9491 ;0.0528 ;-0.0184 ;-0.0188 ;0.0004 ;-1.9194 ;-0.0231 
-206;-1.8779 ;-1.9304 ;0.0524 ;-0.0183 ;-0.0187 ;0.0004 ;-1.8976 ;-0.0197 
-205;-1.8596 ;-1.9117 ;0.0520 ;-0.0182 ;-0.0187 ;0.0004 ;-1.8796 ;-0.0199 
-204;-1.8414 ;-1.8931 ;0.0516 ;-0.0182 ;-0.0186 ;0.0004 ;-1.8616 ;-0.0201 
-203;-1.8233 ;-1.8745 ;0.0512 ;-0.0181 ;-0.0185 ;0.0004 ;-1.8435 ;-0.0202 
-202;-1.8053 ;-1.8561 ;0.0508 ;-0.0180 ;-0.0184 ;0.0004 ;-1.8255 ;-0.0202 
-201;-1.7874 ;-1.8378 ;0.0504 ;-0.0179 ;-0.0183 ;0.0004 ;-1.8075 ;-0.0201 
-200;-1.7695 ;-1.8195 ;0.0500 ;-0.0178 ;-0.0182 ;0.0004 ;-1.7895 ;-0.0199 
-199;-1.7518 ;-1.8014 ;0.0496 ;-0.0177 ;-0.0181 ;0.0004 ;-1.7715 ;-0.0197 
-198;-1.7341 ;-1.7833 ;0.0492 ;-0.0176 ;-0.0180 ;0.0004 ;-1.7508 ;-0.0166 
-197;-1.7166 ;-1.7654 ;0.0488 ;-0.0175 ;-0.0179 ;0.0004 ;-1.7335 ;-0.0169 
-196;-1.6991 ;-1.7475 ;0.0484 ;-0.0174 ;-0.0178 ;0.0004 ;-1.7162 ;-0.0171 
-195;-1.6817 ;-1.7297 ;0.0480 ;-0.0173 ;-0.0177 ;0.0004 ;-1.6989 ;-0.0172 
-194;-1.6644 ;-1.7120 ;0.0476 ;-0.0172 ;-0.0177 ;0.0004 ;-1.6816 ;-0.0172 
-193;-1.6472 ;-1.6944 ;0.0472 ;-0.0172 ;-0.0176 ;0.0004 ;-1.6643 ;-0.0171 
-192;-1.6301 ;-1.6769 ;0.0468 ;-0.0171 ;-0.0175 ;0.0004 ;-1.6470 ;-0.0169 
-191;-1.6131 ;-1.6595 ;0.0464 ;-0.0170 ;-0.0174 ;0.0004 ;-1.6297 ;-0.0166 
-190;-1.5961 ;-1.6421 ;0.0460 ;-0.0169 ;-0.0173 ;0.0004 ;-1.6101 ;-0.0139 
-189;-1.5793 ;-1.6249 ;0.0456 ;-0.0168 ;-0.0172 ;0.0004 ;-1.5935 ;-0.0142 
-188;-1.5626 ;-1.6077 ;0.0452 ;-0.0167 ;-0.0171 ;0.0004 ;-1.5769 ;-0.0144 
